Name,Brand,Model,Socket,Chipset,Form Factor,Memory Type,RAM Slots,Max RAM,ECC Support,PCIe x16 Slots,PCIe x4 Slots,PCIe x1 Slots,M.2 Ports,M.2 Support,SATA Ports,SATA Express Ports,Audio Chipset,Audio Channels,LAN Chipset,Wireless LAN,Wi-Fi Generation,USB 2.0 Headers,USB 3.2 Gen1 Headers,USB 3.2 Gen2 Headers,USB 3.2 Gen2x2 Headers,SLI Support,CrossFire Support,RAID Support,Back Connect,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
Gigabyte B860I AORUS PRO ICE,Gigabyte,B860I AORUS PRO ICE,LGA1851,Intel B860,Mini ITX,,2,128 GB,No,1,0,0,2,2280 - M Key2280 - M Key,2,0,,7.1 Channels,,Yes,7,1,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$210,https://pangoly.com/en/product/gigabyte-b860i-aorus-pro-ice,feb2433e-f36b-1410-8bf1-003fe7c988bc,5
ASRock B860I Lightning WiFi,Asrock,B860I Lightning WiFi,LGA1851,Dragon RTL8125BG,Mini Itx,,2,128 GB,No,1,0,0,3,2280 - M Key2280 - M Key2230 - E Key,3,0,,7.1 Channels,,Yes,6E,1,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$220,https://pangoly.com/en/product/asrock-b860i-lightning-wifi,25b2433e-f36b-1410-8bf1-003fe7c988bc,5
MSI MAG B860M MORTAR WIFI,Msi,MAG B860M MORTAR WIFI,LGA1851,Killer E5000B,Atx,,4,256 GB,No,1,1,0,3,2242 / 2260 / 2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,7,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$220,https://pangoly.com/en/product/msi-mag-b860m-mortar-wifi,5eb2433e-f36b-1410-8bf1-003fe7c988bc,5
MSI MAG B860 TOMAHAWK WIFI,Msi,MAG B860 TOMAHAWK WIFI,LGA1851,Killer E5000B,Atx,,4,256 GB,No,2,0,1,3,2280 - M Key2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,7,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$225,https://pangoly.com/en/product/msi-mag-b860-tomahawk-wifi,50b2433e-f36b-1410-8bf1-003fe7c988bc,5
Gigabyte B860M DS3H,Gigabyte,B860M DS3H,LGA1851,Intel B860,Atx,,4,256 GB,No,3,0,0,2,2280 - M Key2280 - M Key,4,0,,,,No,,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$245,https://pangoly.com/en/product/gigabyte-b860m-ds3h,27b3433e-f36b-1410-8bf1-003fe7c988bc,5
ASRock B860M-X WiFi,Asrock,B860M-X WiFi,LGA1851,Dragon RTL8125BG,Atx,,2,128 GB,No,1,1,1,3,2260 / 2280 - M Key2230 / 2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,Yes,6E,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$253,https://pangoly.com/en/product/asrock-b860m-x-wifi,35b2433e-f36b-1410-8bf1-003fe7c988bc,5
Asus B860M AYW GAMING WIFI,Asus,B860M AYW GAMING WIFI,LGA1851,Intel B860,Atx,,2,128 GB,No,1,0,2,2,2280 - M Key2280 - M Key,4,0,,,,Yes,6,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$259,https://pangoly.com/en/product/asus-b860m-ayw-gaming-wifi,34b3433e-f36b-1410-8bf1-003fe7c988bc,5
ASRock B860I WiFi,Asrock,B860I WiFi,LGA1851,Intel B860,Mini ITX,,2,128 GB,No,1,0,0,3,2280 - M Key2280 - M Key2230 - E Key,4,0,,,,Yes,6E,1,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$289,https://pangoly.com/en/product/asrock-b860i-wifi,beb2433e-f36b-1410-8bf1-003fe7c988bc,5
ASRock B860M Steel Legend WiFi,Asrock,B860M Steel Legend WiFi,LGA1851,Dragon RTL8125BG,Atx,,4,256 GB,No,1,0,0,5,2280 - M Key2280 - M Key2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 CH HD Audio with Content Protection,,Yes,6E,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$389,https://pangoly.com/en/product/asrock-b860m-steel-legend-wifi,6fbb433e-f36b-1410-8bee-003fe7c988bc,5
ASRock B860 Pro RS WiFi,Asrock,B860 Pro RS WiFi,LGA1851,Dragon RTL8125BG,Atx,,4,256 GB,No,2,0,0,4,2280 - M Key2230 / 2242 / 2260 / 2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 CH HD Audio with Content Protection,,Yes,6E,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$120,https://pangoly.com/en/product/asrock-b860-pro-rs-wifi,5fbb433e-f36b-1410-8bee-003fe7c988bc,6
ASRock B860M-X,Asrock,B860M-X,LGA1851,Dragon RTL8125BG,Atx,,2,128 GB,No,1,1,1,3,2260 / 2280 - M Key2230 / 2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$120,https://pangoly.com/en/product/asrock-b860m-x,32b2433e-f36b-1410-8bf1-003fe7c988bc,6
ASRock B860M-H2,Asrock,B860M-H2,LGA1851,Realtek 8111H,Atx,,2,128 GB,No,1,0,2,3,2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$120,https://pangoly.com/en/product/asrock-b860m-h2,d0b2433e-f36b-1410-8bf1-003fe7c988bc,6
ASRock B860M Pro RS,Asrock,B860M Pro RS,LGA1851,Dragon RTL8125BG,Atx,,4,256 GB,No,1,1,0,4,2280 - M Key2230 / 2242 / 2260 / 2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 CH HD Audio with Content Protection,,No,,2,2,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$125,https://pangoly.com/en/product/asrock-b860m-pro-rs,b8bb433e-f36b-1410-8bee-003fe7c988bc,6
Gigabyte B860M EAGLE PLUS WIFI6E,Gigabyte,B860M EAGLE PLUS WIFI6E,LGA1851,Intel B860,Atx,,4,256 GB,No,3,0,0,2,2280 - M Key2280 - M Key,4,0,,7.1 Channels,,Yes,6E,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$140,https://pangoly.com/en/product/gigabyte-b860m-eagle-plus-wifi6e,2fb4433e-f36b-1410-8bf1-003fe7c988bc,6
ASRock B860M Pro-A WiFi,Asrock,B860M Pro-A WiFi,LGA1851,Dragon RTL8125BG,Atx,,4,256 GB,No,1,1,0,4,2280 - M Key2230 / 2242 / 2260 / 2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,Yes,6E,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$150,https://pangoly.com/en/product/asrock-b860m-pro-a-wifi,c2bb433e-f36b-1410-8bee-003fe7c988bc,6
ASRock B860M Lightning WiFi,Asrock,B860M Lightning WiFi,LGA1851,Killer E3100G,Atx,,4,256 GB,No,1,0,0,5,2280 - M Key2280 - M Key2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 CH HD Audio with Content Protection,,Yes,6E,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$160,https://pangoly.com/en/product/asrock-b860m-lightning-wifi,89bb433e-f36b-1410-8bee-003fe7c988bc,6
ASRock B860M Pro RS WiFi,Asrock,B860M Pro RS WiFi,LGA1851,Dragon RTL8125BG,Atx,,4,256 GB,No,1,1,0,4,2280 - M Key2230 / 2242 / 2260 / 2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 CH HD Audio with Content Protection,,Yes,6E,2,2,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$160,https://pangoly.com/en/product/asrock-b860m-pro-rs-wifi,7abb433e-f36b-1410-8bee-003fe7c988bc,6
Asus PRIME B860M-K,Asus,PRIME B860M-K,LGA1851,Intel B860,Atx,,2,128 GB,No,1,0,2,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,,,No,,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$230,https://pangoly.com/en/product/asus-prime-b860m-k,e3b3433e-f36b-1410-8bf1-003fe7c988bc,6
Asus PRIME B860M-A,Asus,PRIME B860M-A,LGA1851,Intel B860,Atx,,4,256 GB,No,2,0,1,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,,,No,,1,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$278,https://pangoly.com/en/product/asus-prime-b860m-a,cdb3433e-f36b-1410-8bf1-003fe7c988bc,6
Asus PRIME B860M-A WIFI,Asus,PRIME B860M-A WIFI,LGA1851,Intel B860,Atx,,4,256 GB,No,2,0,1,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,,,Yes,6E,1,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$300,https://pangoly.com/en/product/asus-prime-b860m-a-wifi,dcb2433e-f36b-1410-8bf1-003fe7c988bc,6
Asus TUF GAMING B860M-PLUS,Asus,TUF GAMING B860M-PLUS,LGA1851,Intel B860,Atx,,4,256 GB,No,1,1,0,3,2280 - M Key2242 / 2260 / 2280 - M Key2280 - M Key,4,0,,,,Yes,7,1,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$300,https://pangoly.com/en/product/asus-tuf-gaming-b860m-plus,d7b3433e-f36b-1410-8bf1-003fe7c988bc,6
Asus PRIME B860-PLUS,Asus,PRIME B860-PLUS,LGA1851,Intel B860,Atx,,4,256 GB,No,2,0,0,4,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,,,No,,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$310,https://pangoly.com/en/product/asus-prime-b860-plus,3ab3433e-f36b-1410-8bf1-003fe7c988bc,7
Asus ROG STRIX B860-F GAMING WIFI,Asus,ROG STRIX B860-F GAMING WIFI,LGA1851,Intel B860,Atx,,4,256 GB,No,2,0,0,4,2242 / 2260 / 2280 - M Key2280 - M Key2280 / 22110 - M Key2280 - M Key,4,0,,,,Yes,7,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$430,https://pangoly.com/en/product/asus-rog-strix-b860-f-gaming-wifi,99b2433e-f36b-1410-8bf1-003fe7c988bc,7
MSI MAG B850 TOMAHAWK MAX WIFI,Msi,MAG B850 TOMAHAWK MAX WIFI7E62-002R,AM5,B850,Atx,,4,256 GB,No,3,0,0,5,2280 / 22110 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,Yes,7,2,2,1,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,6,In Stock,$210,https://pangoly.com/en/product/msi-mag-b850-tomahawk-max-wifi,736b15c2-8843-4c3b-1571-08dd3ba10d27,7
GIGABYTE B850M DS3H,Gigabyte,B850M DS3H,AM5,B850,Atx,,4,256 GB,No,2,0,0,2,2280 / 25110 - M Key2280 / 25110 - M Key,4,0,,,,No,,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$140,https://pangoly.com/en/product/gigabyte-b850m-ds3h,ece1a1a5-494b-4150-26d9-08dd30aa018b,7
ASUS Prime B840-PLUS WiFi,Asus,PRIME B840-PLUS WIFI90MB1IZ0-M0AAY0,AM5,AMD B840,Atx,,4,192 GB,No,4,0,1,3,2280 - M Key2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,,,Yes,6E,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$170,https://pangoly.com/en/product/asus-prime-b840-plus-wifi,112b5f76-34ee-48fb-26fe-08dd30aa018b,7
GIGABYTE B850M Gaming X WIFI6E,Gigabyte,B850M GAMING X WIFI6EB850M GAMING X WF6E,AM5,B850,Atx,,4,256 GB,No,2,0,0,2,2280 / 25110 - M Key2280 / 25110 - M Key,4,0,,,,Yes,6E,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$170,https://pangoly.com/en/product/gigabyte-b850m-gaming-x-wifi6e,55332a29-340f-4f3d-26d8-08dd30aa018b,7
GIGABYTE B850 Eagle WIFI6E,Gigabyte,B850 EAGLE WIFI6E,AM5,B850,Atx,,4,256 GB,No,4,0,0,3,2280 / 22110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key,4,0,,,,Yes,6E,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$175,https://pangoly.com/en/product/gigabyte-b850-eagle-wifi6e,b574cc12-ac38-472a-26d4-08dd30aa018b,7
ASUS Prime B840M-A WiFi-CSM,Asus,PRIME B840M-A WIFI-CSM90MB1J20-MVAAYC,AM5,AMD B840,Atx,,4,192 GB,No,3,0,0,3,2280 - M Key2242 / 2260 / 2280 - M Key2280 - M Key,4,0,,,,Yes,6E,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$180,https://pangoly.com/en/product/asus-prime-b840m-a-wifi-csm,f274dba4-778b-42d5-26ff-08dd30aa018b,7
GIGABYTE B850 Gaming X WIFI6E,Gigabyte,B850 GAMING X WIFI6E,AM5,B850,Atx,,4,256 GB,No,3,0,0,3,2280 / 25110 - M Key2280 / 25110 - M Key2280 / 25110 - M Key,4,0,,,,Yes,6E,2,1,1,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$180,https://pangoly.com/en/product/gigabyte-b850-gaming-x-wifi6e,c64a6a28-52c6-43f7-26da-08dd30aa018b,7
GIGABYTE B850M AORUS Elite WIFI6E ICE,Gigabyte,B850M AORUS ELITE WIFI6E ICEB850M A ELT WF6E ICE,AM5,B850,Atx,,4,256 GB,No,2,0,0,2,2280 / 25110 - M Key2280 / 22110 - M Key,4,0,,,,Yes,6E,2,1,1,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$190,https://pangoly.com/en/product/gigabyte-b850m-aorus-elite-wifi6e-ice,bfa8db8c-f464-4667-26d2-08dd30aa018b,7
GIGABYTE B850 AORUS Elite WIFI7,Gigabyte,B850 AORUS ELITE WIFI7B850 A ELITE WF7,AM5,B850,Atx,,4,256 GB,No,3,0,0,3,2280 / 25110 - M Key2280 / 25110 - M Key2280 / 25110 - M Key,4,0,,,,Yes,7,2,1,1,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$200,https://pangoly.com/en/product/gigabyte-b850-aorus-elite-wifi7,b44393f3-cedb-4083-26d5-08dd30aa018b,7
GIGABYTE B850 AORUS Elite WIFI7 ICE,Gigabyte,B850 AORUS ELITE WIFI7 ICEB850 A ELITE WF7 ICE,AM5,B850,Atx,,4,256 GB,No,3,0,0,3,2280 / 25110 - M Key2280 / 25110 - M Key2280 / 25110 - M Key,4,0,,,,Yes,7,2,1,1,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$200,https://pangoly.com/en/product/gigabyte-b850-aorus-elite-wifi7-ice,20433990-75c5-422d-26d6-08dd30aa018b,7
ASUS TUF Gaming B850M-PLUS WiFi,Asus,TUF GAMING B850M-PLUS WIFI90MB1IY0-M0AAY090MB1IY0-M0EAY0,AM5,B850,Atx,,4,256 GB,No,1,0,1,3,2280 - M Key2242 / 2260 / 2280 - M Key2280 - M Key,4,0,,"Realtek ALC1220P 7.1 Surround Sound High Definition Audio CODEC- Impedance sense for front and rear headphone outputs- Internal audio Amplifier to enhance the highest quality sound for headphone and speakers- Supports: Jack-detection, Multi-streaming, Front Panel Jack-retasking- High quality 120 dB SNR stereo playback output and 113 dB SNR recording input (Line-in)- Supports up to 32-Bit/192 kHz playback",,Yes,6E,1,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$210,https://pangoly.com/en/product/asus-tuf-gaming-b850m-plus-wifi,66fc8482-8a1a-408d-26d3-08dd30aa018b,8
ASUS ROG Strix B850-A Gaming WiFi,Asus,ROG STRIX B850-A GAMING WIFI90MB1J50-M0AAY090MB1J50-M0EAY0,AM5,B850,Atx,,4,192 GB,No,2,0,0,4,2242 / 2260 / 2280 - M Key2280 / 22110 - M Key2280 - M Key2280 - M Key,2,0,,ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4080,,Yes,7,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$219,https://pangoly.com/en/product/asus-rog-strix-b850-a-gaming-wifi,e2c65d73-b580-4f84-26d1-08dd30aa018b,8
ASUS TUF Gaming B850-PLUS WiFi,Asus,TUF GAMING B850-PLUS WIFI90MB1J30-M0AAY090MB1J30-M0EAY0,AM5,B850,Atx,,4,192 GB,No,2,0,2,3,2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2280 - M Key,4,0,,"Realtek ALC1220P 7.1 Surround Sound High Definition Audio CODEC- Impedance sense for front and rear headphone outputs- Internal audio Amplifier to enhance the highest quality sound for headphone and speakers- Supports: Jack-detection, Multi-streaming, Front Panel Jack-retasking- High quality 120 dB SNR stereo playback output and 113 dB SNR recording input (Line-in)- Supports up to 32-Bit/192 kHz playback",,Yes,7,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$220,https://pangoly.com/en/product/asus-tuf-gaming-b850-plus-wifi,ec13ce03-8dc3-4edc-26d7-08dd30aa018b,8
ASUS ROG Strix B850-F Gaming WiFi,Asus,ROG STRIX B850-F GAMING WIFI90MB1J70-M0AAY0,AM5,B850,Atx,,4,192 GB,No,2,0,0,4,2242 / 2260 / 2280 - M Key2280 / 22110 - M Key2280 - M Key2280 - M Key,2,0,,ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4080,,Yes,7,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$255,https://pangoly.com/en/product/asus-rog-strix-b850-f-gaming-wifi,20fd5da9-c803-4c41-1570-08dd3ba10d27,8
ASUS TUF Gaming B850M-PLUS,Asus,TUF GAMING B850M-PLUS90MB1IX0-M0EAY0,AM5,B850,Atx,,4,192 GB,No,1,0,1,3,2280 - M Key2242 / 2260 / 2280 - M Key2280 - M Key,4,0,,,,No,,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$282,https://pangoly.com/en/product/asus-tuf-gaming-b850m-plus,b25a11fb-0035-497c-26db-08dd30aa018b,8
GIGABYTE B850I AORUS PRO,Gigabyte,B850I AORUS PRO,AM5,B850,Mini ITX,,2,128 GB,No,1,0,0,2,2280 - M Key2280 - M Key,2,0,,,,Yes,7,1,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$310,https://pangoly.com/en/product/gigabyte-b850i-aorus-pro,e069e2e3-b467-4a2c-26d0-08dd30aa018b,8
ASUS ROG Strix B850-I Gaming WiFi,Asus,ROG STRIX B850-I GAMING WIFISTRIX B850-I GAMING WIFI90MB1K30-M0AAY0,AM5,B850,Mini ITX,,2,96 GB,No,1,0,0,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,2,0,,ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4080,,Yes,7,1,1,0,,No,No,No,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$350,https://pangoly.com/en/product/asus-rog-strix-b850-i-gaming-wifi,f16ff109-3ac7-42bf-26fd-08dd30aa018b,8
GIGABYTE B850 Gaming WIFI6,Gigabyte,B850 GAMING WIFI6B850 GAMING WF6,AM5,B850,Atx,,4,256 GB,No,4,0,0,3,2280 / 22110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key,4,0,,,,Yes,6,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$170,https://pangoly.com/en/product/gigabyte-b850-gaming-wifi6,46534bc4-5fa8-42c4-26dc-08dd30aa018b,8
ASUS ROG Strix B850-E Gaming WiFi,Asus,ROG STRIX B850-E GAMING WIFI,AM5,B850,Atx,,4,256 GB,No,2,0,0,5,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2280 - M Key2280 - M Key2280 - M Key,4,0,,,,Yes,7,2,1,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$319,https://pangoly.com/en/product/asus-rog-strix-b850-e-gaming-wifi,621eb262-e9c7-45d9-1572-08dd3ba10d27,8
ASRock B850M Pro-A,Asrock,B850M Pro-A,AM5,B850,Atx,,4,256 GB,No,1,1,0,4,2280 - M Key2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,2,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$120,https://pangoly.com/en/product/asrock-b850m-pro-a,a5ba433e-f36b-1410-8bee-003fe7c988bc,8
ASRock B850M Pro-A WiFi,Asrock,B850M Pro-A WiFi,AM5,B850,Atx,,4,256 GB,No,1,1,0,4,2280 - M Key2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,Yes,6E,2,2,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$139,https://pangoly.com/en/product/asrock-b850m-pro-a-wifi,6fba433e-f36b-1410-8bee-003fe7c988bc,8
ASRock B850M Pro RS,Asrock,B850M Pro RS,AM5,B850,Atx,,4,256 GB,No,1,1,0,4,2280 - M Key2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,2,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$149,https://pangoly.com/en/product/asrock-b850m-pro-rs,3dbb433e-f36b-1410-8bee-003fe7c988bc,8
ASRock B850M Pro RS WiFi,Asrock,B850M Pro RS WiFi,AM5,B850,Atx,,4,256 GB,No,1,1,0,4,2280 - M Key2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,Yes,6E,2,2,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$160,https://pangoly.com/en/product/asrock-b850m-pro-rs-wifi,9bba433e-f36b-1410-8bee-003fe7c988bc,9
MSI B850 GAMING PLUS WIFI,Msi,B850 GAMING PLUS WIFI,AM5,B850,Atx,,4,256 GB,No,4,0,0,3,2260 / 2280 - M Key2280 / 22110 - M Key2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,7,2,2,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$170,https://pangoly.com/en/product/msi-b850-gaming-plus-wifi,c4ba433e-f36b-1410-8bee-003fe7c988bc,9
ASRock B850 Pro-A,Asrock,B850 Pro-A,AM5,B850,Atx,,4,256 GB,No,2,0,0,5,2280 - M Key2280 - M Key2230 / 2242 / 2260 / 2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,1,1,1,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$170,https://pangoly.com/en/product/asrock-b850-pro-a,e9ba433e-f36b-1410-8bee-003fe7c988bc,9
ASRock B850 Pro-A WiFi,Asrock,B850 Pro-A WiFi,AM5,B850,Atx,,4,256 GB,No,2,0,0,5,2280 - M Key2280 - M Key2230 / 2242 / 2260 / 2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,Yes,6E,1,1,1,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$180,https://pangoly.com/en/product/asrock-b850-pro-a-wifi,14bb433e-f36b-1410-8bee-003fe7c988bc,9
ASRock B850M Steel Legend WiFi,Asrock,B850M Steel Legend WiFi,AM5,B850,Atx,,4,256 GB,No,1,1,0,4,2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,Yes,7,2,2,0,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$180,https://pangoly.com/en/product/asrock-b850m-steel-legend-wifi,e2ba433e-f36b-1410-8bee-003fe7c988bc,9
ASRock B850 Pro RS,Asrock,B850 Pro RS,AM5,B850,Atx,,4,256 GB,No,2,0,0,5,2280 - M Key2280 - M Key2230 / 2242 / 2260 / 2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,2,1,,No,No,Yes,No,"January 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$180,https://pangoly.com/en/product/asrock-b850-pro-rs,deba433e-f36b-1410-8bee-003fe7c988bc,9
