Name,Brand,Model,Cores,Threads,Base Clock,Turbo Clock,Socket,TDP,L3 Cache,Process,Integrated Graphics,Cooler Included,Seller,Seller_Product_URL,Availability,Price
AMD Ryzen Threadripper 9960X,AMD,100-100001595WOF,24.0,48.0,4200.0,5400.0,sTR5,350.0,128.0,4 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113916%26ignorebbr%3d1,In Stock,1499.0
AMD Ryzen Threadripper 9960X,AMD,100-100001595WOF,24.0,48.0,4200.0,5400.0,sTR5,350.0,128.0,4 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1906631-REG/amd_100_100001595wof_ryzen_threadripper_4_2_ghz.html/BI/21936/KBID/28297,In Stock,1499.0
AMD Ryzen Threadripper 9970X,AMD,100-100001594WOF,32.0,64.0,4000.0,5400.0,sTR5,350.0,128.0,4 nm,,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=10938520&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Famd-ryzen-threadripper-9970x-32-core-64-thread-4-ghz-5-4-ghz-max-boost-socket-str5-unlocked-desktop-processor-black%2FJXKQHH5LCH&intsrc=CATF_21610,In Stock,2456.76
AMD Ryzen Threadripper 9970X,AMD,100-100001594WOF,32.0,64.0,4000.0,5400.0,sTR5,350.0,128.0,4 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113915%26ignorebbr%3d1,In Stock,2499.0
AMD Ryzen Threadripper 9970X,AMD,100-100001594WOF,32.0,64.0,4000.0,5400.0,sTR5,350.0,128.0,4 nm,,No,Amazon.com,https://www.amazon.com/dp/B0FJ6FJN2H?tag=pangoly0b-20,In Stock,2499.0
AMD Ryzen Threadripper 9970X,AMD,100-100001594WOF,32.0,64.0,4000.0,5400.0,sTR5,350.0,128.0,4 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1906630-REG/amd_100_100001594wof_ryzen_threadripper_9970x_4_0.html/BI/21936/KBID/28297,In Stock,2499.99
AMD Ryzen Threadripper 9980X,AMD,100-100001593WOF,64.0,128.0,3200.0,5400.0,sTR5,350.0,256.0,4 nm,,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=10938645&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Famd-ryzen-threadripper-9980x-64-core-128-thread-3-2-ghz-5-4-ghzmax-boost-socket-str5-unlocked-desktop-processor-black%2FJXKQHH5LJT&intsrc=CATF_21610,In Stock,4914.63
AMD Ryzen Threadripper 9980X,AMD,100-100001593WOF,64.0,128.0,3200.0,5400.0,sTR5,350.0,256.0,4 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113914%26ignorebbr%3d1,In Stock,4999.0
AMD Ryzen Threadripper 9980X,AMD,100-100001593WOF,64.0,128.0,3200.0,5400.0,sTR5,350.0,256.0,4 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1906629-REG/amd_100_100001593wof_ryzen_threadripper_9980x_3_2.html/BI/21936/KBID/28297,In Stock,4999.0
AMD Ryzen Threadripper 9980X,AMD,100-100001593WOF,64.0,128.0,3200.0,5400.0,sTR5,350.0,256.0,4 nm,,No,Amazon.com,https://www.amazon.com/dp/B0FJ6JZN8K?tag=pangoly0b-20,In Stock,4999.0
AMD Ryzen Threadripper PRO 3955WX,AMD,100-100000167WOF,16.0,32.0,3900.0,4.3,sWRX8,280.0,72.0,7 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAG1MKAE3959%26ignorebbr%3d1,In Stock,1067.23
AMD Ryzen Threadripper PRO 3955WX,AMD,100-100000167WOF,16.0,32.0,3900.0,4.3,sWRX8,280.0,72.0,7 nm,,No,Amazon.com,https://www.amazon.com/dp/B08V5J11BD?tag=pangoly0b-20,In Stock,1099.99
AMD Ryzen Threadripper PRO 3975WX,AMD,100-100000086WOF,32.0,64.0,3500.0,4.2,sWRX8,280.0,144.0,7 nm,,No,Amazon.com,https://www.amazon.com/dp/B08V5H7GPM?tag=pangoly0b-20,In Stock,2096.79
AMD Ryzen Threadripper PRO 3995WX,AMD,100-100000087WOF,64.0,128.0,2700.0,4.2,sWRX8,280.0,288.0,7 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA4REKH32823%26ignorebbr%3d1,In Stock,4199.99
AMD Ryzen Threadripper PRO 3995WX,AMD,100-100000087WOF,64.0,128.0,2700.0,4.2,sWRX8,280.0,288.0,7 nm,,No,Amazon.com,https://www.amazon.com/dp/B08V5HPXVY?tag=pangoly0b-20,In Stock,4969.99
AMD Ryzen Threadripper PRO 5955WX,AMD,100-000000447100-000000447WOF,16.0,32.0,4000.0,4500.0,sWRX8,280.0,128.0,7 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1738863-REG/amd_100_100000447wof_ryzen_threadripper_pro_5955wx.html/BI/21936/KBID/28297,In Stock,899.0
AMD Ryzen Threadripper PRO 5955WX,AMD,100-000000447100-000000447WOF,16.0,32.0,4000.0,4500.0,sWRX8,280.0,128.0,7 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAVH0KKC4307%26ignorebbr%3d1,In Stock,899.29
AMD Ryzen Threadripper PRO 5955WX,AMD,100-000000447100-000000447WOF,16.0,32.0,4000.0,4500.0,sWRX8,280.0,128.0,7 nm,,No,Amazon.com,https://www.amazon.com/dp/B0BFVVC89M?tag=pangoly0b-20,In Stock,991.82
AMD Ryzen Threadripper PRO 5965WX,AMD,100-000000446100-000000446WOF,24.0,48.0,3400.0,4500.0,sWRX8,280.0,128.0,7 nm,,No,Amazon.com,https://www.amazon.com/dp/B0B5VJHT7L?tag=pangoly0b-20,In Stock,1198.99
AMD Ryzen Threadripper PRO 5965WX,AMD,100-000000446100-000000446WOF,24.0,48.0,3400.0,4500.0,sWRX8,280.0,128.0,7 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113765%26ignorebbr%3d1,In Stock,1198.99
AMD Ryzen Threadripper PRO 5965WX,AMD,100-000000446100-000000446WOF,24.0,48.0,3400.0,4500.0,sWRX8,280.0,128.0,7 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIASGMKG04202%26ignorebbr%3d1,Out of Stock,1219.99
AMD Ryzen Threadripper PRO 5965WX,AMD,100-000000446100-000000446WOF,24.0,48.0,3400.0,4500.0,sWRX8,280.0,128.0,7 nm,,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11052894&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Famd-ryzen-threadripper-pro-5965wx-24-core-3-8-ghz-swrx8-cpu%2FJXKQHH52JX&intsrc=CATF_21610,Out of Stock,1270.99
AMD Ryzen Threadripper PRO 5965WX,AMD,100-000000446100-000000446WOF,24.0,48.0,3400.0,4500.0,sWRX8,280.0,128.0,7 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1738862-REG/amd_100_100000446wof_ryzen_threadripper_pro_5965wx.html/BI/21936/KBID/28297,In Stock,2399.0
AMD Ryzen Threadripper PRO 5975WX,AMD,100-000000445100-000000445WOF,32.0,64.0,3.6,4500.0,SWRX8,280.0,128.0,7 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBKCFKMH3861%26ignorebbr%3d1,In Stock,1789.98
AMD Ryzen Threadripper PRO 5975WX,AMD,100-000000445100-000000445WOF,32.0,64.0,3.6,4500.0,SWRX8,280.0,128.0,7 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1729757-REG/amd_100_100000445wof_ryzen_threadripper_pro_5975wx.html/BI/21936/KBID/28297,In Stock,1887.99
AMD Ryzen Threadripper PRO 5975WX,AMD,100-000000445100-000000445WOF,32.0,64.0,3.6,4500.0,SWRX8,280.0,128.0,7 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113764%26ignorebbr%3d1,Out of Stock,1887.99
AMD Ryzen Threadripper PRO 5975WX,AMD,100-000000445100-000000445WOF,32.0,64.0,3.6,4500.0,SWRX8,280.0,128.0,7 nm,,No,Amazon.com,https://www.amazon.com/dp/B0B5VH1WPC?tag=pangoly0b-20,In Stock,2486.88
AMD Ryzen Threadripper PRO 5995WX,AMD,100-000000444100-000000444WOF,64.0,128.0,2700.0,4500.0,sWRX8,280.0,256.0,7 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113763%26ignorebbr%3d1,In Stock,3499.0
AMD Ryzen Threadripper PRO 5995WX,AMD,100-000000444100-000000444WOF,64.0,128.0,2700.0,4500.0,sWRX8,280.0,256.0,7 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1738609-REG/amd_100_100000444wof_ryzen_threadripper_pro_5995wx.html/BI/21936/KBID/28297,Out of Stock,3599.99
AMD Ryzen Threadripper PRO 5995WX,AMD,100-000000444100-000000444WOF,64.0,128.0,2700.0,4500.0,sWRX8,280.0,256.0,7 nm,,No,Amazon.com,https://www.amazon.com/dp/B0B5VLPVL5?tag=pangoly0b-20,In Stock,4218.79
AMD Ryzen Threadripper PRO 5995WX,AMD,100-000000444100-000000444WOF,64.0,128.0,2700.0,4500.0,sWRX8,280.0,256.0,7 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAD7HJPN5640%26ignorebbr%3d1,Out of Stock,7744.99
AMD Ryzen Threadripper PRO 7965WX,AMD,100-100000885WOF,24.0,48.0,4200.0,5300.0,sTR5,350.0,128.0,5 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113805%26ignorebbr%3d1,Out of Stock,2549.0
AMD Ryzen Threadripper PRO 7965WX,AMD,100-100000885WOF,24.0,48.0,4200.0,5300.0,sTR5,350.0,128.0,5 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA24GK8C8687%26ignorebbr%3d1,In Stock,2558.03
AMD Ryzen Threadripper PRO 7965WX,AMD,100-100000885WOF,24.0,48.0,4200.0,5300.0,sTR5,350.0,128.0,5 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1791041-REG/amd_100_100000885wof_ryzen_threadripper_pro_7965wx.html/BI/21936/KBID/28297,In Stock,2604.86
AMD Ryzen Threadripper PRO 7975WX,AMD,100-100000453WOF,32.0,64.0,4000.0,5.3,sTR5,350.0,160.0,5 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA24GK8C8688%26ignorebbr%3d1,In Stock,3735.23
AMD Ryzen Threadripper PRO 7975WX,AMD,100-100000453WOF,32.0,64.0,4000.0,5.3,sTR5,350.0,160.0,5 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1791038-REG/amd_100_100000453wof_ryzen_threadripper_pro_7975wx.html/BI/21936/KBID/28297,In Stock,3790.09
AMD Ryzen Threadripper PRO 7975WX,AMD,100-100000453WOF,32.0,64.0,4000.0,5.3,sTR5,350.0,160.0,5 nm,,No,Amazon.com,https://www.amazon.com/dp/B0CK2TZWZX?tag=pangoly0b-20,In Stock,3790.09
AMD Ryzen Threadripper PRO 7975WX,AMD,100-100000453WOF,32.0,64.0,4000.0,5.3,sTR5,350.0,160.0,5 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113807%26ignorebbr%3d1,Out of Stock,3899.99
AMD Ryzen Threadripper PRO 7985WX,AMD,100-100000454WOF,64.0,128.0,3200.0,5.1,sTR5,350.0,320.0,5 nm,,No,Amazon.com,https://www.amazon.com/dp/B0CK3BSWQY?tag=pangoly0b-20,In Stock,7349.0
AMD Ryzen Threadripper PRO 7985WX,AMD,100-100000454WOF,64.0,128.0,3200.0,5.1,sTR5,350.0,320.0,5 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1791039-REG/amd_100_100000454wof_ryzen_threadripper_pro_7985wx.html/BI/21936/KBID/28297,In Stock,7349.0
AMD Ryzen Threadripper PRO 7985WX,AMD,100-100000454WOF,64.0,128.0,3200.0,5.1,sTR5,350.0,320.0,5 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113809%26ignorebbr%3d1,Out of Stock,7927.0
AMD Ryzen Threadripper PRO 7985WX,AMD,100-100000454WOF,64.0,128.0,3200.0,5.1,sTR5,350.0,320.0,5 nm,,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11061300&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Famd-ryzen-threadripper-pro-7985wx-processor-64-cpu-cores-128-threads-256-mb-l3-cache-up-to-5-1ghz-boost-clock%2FJXKQHH5XCT&intsrc=CATF_21610,In Stock,7952.5
AMD Ryzen Threadripper PRO 7995WX,AMD,100-100000884WOF,96.0,192.0,2500.0,5100.0,sTR5,350.0,384.0,5 nm,,No,Amazon.com,https://www.amazon.com/dp/B0CK2ZQJZ6?tag=pangoly0b-20,In Stock,9940.97
AMD Ryzen Threadripper PRO 7995WX,AMD,100-100000884WOF,96.0,192.0,2500.0,5100.0,sTR5,350.0,384.0,5 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1791040-REG/amd_100_100000884wof_ryzen_threadripper_pro_7995wx.html/BI/21936/KBID/28297,In Stock,9940.99
AMD Ryzen Threadripper PRO 7995WX,AMD,100-100000884WOF,96.0,192.0,2500.0,5100.0,sTR5,350.0,384.0,5 nm,,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113810%26ignorebbr%3d1,In Stock,9940.99
Intel Core i3-10100155th / 575,Intel,BX8070110100,4.0,8.0,4.3,4300.0,TYPE,65.0,6.0,14 nm,Intel UHD Graphics 630,Yes,Amazon.com,https://www.amazon.com/dp/B086MMRW87?tag=pangoly0b-20,In Stock,119.99
Intel Core i3-10100155th / 575,Intel,BX8070110100,4.0,8.0,4.3,4300.0,TYPE,65.0,6.0,14 nm,Intel UHD Graphics 630,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA12KKGU2094%26ignorebbr%3d1,In Stock,152.0
Intel Core i3-10100F155th / 575,Intel,BX8070110100F,4.0,8.0,4.3,4300.0,LGA1200,65.0,6.0,14 nm,,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=10937657&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-i3-10100f-10th-generation-4-core-8-thread-3-60-ghz-4-30-ghz-turbosocket-lga-1200-unlocked-desktop-processor%2FJXZRJ5QF9V&intsrc=CATF_21610,In Stock,69.99
Intel Core i3-10100F155th / 575,Intel,BX8070110100F,4.0,8.0,4.3,4300.0,LGA1200,65.0,6.0,14 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA24GEMH5060%26ignorebbr%3d1,In Stock,69.99
Intel Core i3-10100F155th / 575,Intel,BX8070110100F,4.0,8.0,4.3,4300.0,LGA1200,65.0,6.0,14 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B08LKJPR5X?tag=pangoly0b-20,In Stock,100.0
Intel Core i3-10105144th / 575,Intel,BX8070110105,4.0,8.0,3.7,4400.0,LGA,65.0,6.0,14 nm,Intel UHD Graphics 630,Yes,Amazon.com,https://www.amazon.com/dp/B092ZGRHB5?tag=pangoly0b-20,In Stock,105.0
Intel Core i3-10105144th / 575,Intel,BX8070110105,4.0,8.0,3.7,4400.0,LGA,65.0,6.0,14 nm,Intel UHD Graphics 630,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA12KK9Y1708%26ignorebbr%3d1,In Stock,129.75
Intel Core i3-10105F161st / 575,Intel,BX8070110105F,4.0,8.0,4.4,4400.0,LGA1200,65.0,6.0,14 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBZW0KFS7489%26ignorebbr%3d1,In Stock,125.34
Intel Core i3-10105F161st / 575,Intel,BX8070110105F,4.0,8.0,4.4,4400.0,LGA1200,65.0,6.0,14 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B092CCJ2GZ?tag=pangoly0b-20,In Stock,143.53
Intel Core i3-10300146th / 575,Intel,BX8070110300,4.0,8.0,3.7,4400.0,LGA1200,65.0,8.0,14 nm,Intel UHD Graphics 630,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAGBAKDK6411%26ignorebbr%3d1,In Stock,151.9
Intel Core i3-10320131st / 575,Intel,BX8070110320,4.0,8.0,3800.0,3.8,LGA1200,65.0,8.0,14 nm,Intel UHD Graphics 630,Yes,Amazon.com,https://www.amazon.com/dp/B086M4KSMW?tag=pangoly0b-20,In Stock,120.0
Intel Core i3-10320131st / 575,Intel,BX8070110320,4.0,8.0,3800.0,3.8,LGA1200,65.0,8.0,14 nm,Intel UHD Graphics 630,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA4REJNP9386%26ignorebbr%3d1,In Stock,189.99
Intel Core i3-1210082nd / 575,Intel,BX8071512100,4.0,8.0,3.3,4300.0,LGA1700,60.0,12.0,10 nm,Intel UHD Graphics 730,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA6ZPK9V9551%26ignorebbr%3d1,In Stock,124.07
Intel Core i3-1210082nd / 575,Intel,BX8071512100,4.0,8.0,3.3,4300.0,LGA1700,60.0,12.0,10 nm,Intel UHD Graphics 730,Yes,Amazon.com,https://www.amazon.com/dp/B09NPHJLPT?tag=pangoly0b-20,In Stock,125.99
Intel Core i3-1210082nd / 575,Intel,BX8071512100,4.0,8.0,3.3,4300.0,LGA1700,60.0,12.0,10 nm,Intel UHD Graphics 730,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118370%26ignorebbr%3d1,In Stock,128.68
Intel Core i3-1210082nd / 575,Intel,BX8071512100,4.0,8.0,3.3,4300.0,LGA1700,60.0,12.0,10 nm,Intel UHD Graphics 730,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1675539-REG/intel_bx8071512100_core_i3_12100_desktop_processor.html/BI/21936/KBID/28297,In Stock,131.2
Intel Core i3-1210082nd / 575,Intel,BX8071512100,4.0,8.0,3.3,4300.0,LGA1700,60.0,12.0,10 nm,Intel UHD Graphics 730,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11052901&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-i3-12100-12th-generation-4-core-8-thread-3-3-to-4-3-ghz-lga1700-desktop-processor%2FJXZRJ5K83C&intsrc=CATF_21610,Out of Stock,136.49
Intel Core i3-12100F82nd / 575,Intel,BX8071512100F,4.0,8.0,3.3,4300.0,LGA1700,58.0,12.0,10 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIASGMHU02073%26ignorebbr%3d1,In Stock,79.99
Intel Core i3-12100F82nd / 575,Intel,BX8071512100F,4.0,8.0,3.3,4300.0,LGA1700,58.0,12.0,10 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118357%26ignorebbr%3d1,In Stock,82.47
Intel Core i3-12100F82nd / 575,Intel,BX8071512100F,4.0,8.0,3.3,4300.0,LGA1700,58.0,12.0,10 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B09NPJX7PV?tag=pangoly0b-20,In Stock,82.49
Intel Core i3-12100F82nd / 575,Intel,BX8071512100F,4.0,8.0,3.3,4300.0,LGA1700,58.0,12.0,10 nm,,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1675540-REG/intel_bx8071512100f_core_i3_12100f_desktop_processor.html/BI/21936/KBID/28297,In Stock,82.49
Intel Core i3-12100F82nd / 575,Intel,BX8071512100F,4.0,8.0,3.3,4300.0,LGA1700,58.0,12.0,10 nm,,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11070323&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-i3-12100f-12th-generation-4-core-8-thread-3-3-to-4-3-ghz-lga1700-desktop-processor%2FJXZRJ5KGJF&intsrc=CATF_21610,In Stock,95.78
Intel Core i3-1310073rd / 575,Intel,BX8071513100,4.0,8.0,4.5,4500.0,LGA1700,60.0,12.0,10 nm,Intel UHD Graphics 730,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAD7HJSR3634%26ignorebbr%3d1,Out of Stock,194.99
Intel Core i3-1310073rd / 575,Intel,BX8071513100,4.0,8.0,4.5,4500.0,LGA1700,60.0,12.0,10 nm,Intel UHD Graphics 730,Yes,Amazon.com,https://www.amazon.com/dp/B0BN5Z8MDR?tag=pangoly0b-20,In Stock,210.98
Intel Core i3-13100F73rd / 575,Intel,BX8071513100F,4.0,8.0,4.5,4500.0,LGA1700,58.0,12.0,10 nm,,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11061647&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fintel-core-i3-13100f-13th-gen-4-core-12mb-cache-3-4-to-4-5-ghz-desktop-processor-grey-black-gold%2FJXZRJ5ZZP7&intsrc=CATF_21610,In Stock,79.99
Intel Core i3-13100F73rd / 575,Intel,BX8071513100F,4.0,8.0,4.5,4500.0,LGA1700,58.0,12.0,10 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA24GJJH1832%26ignorebbr%3d1,In Stock,79.99
Intel Core i3-13100F73rd / 575,Intel,BX8071513100F,4.0,8.0,4.5,4500.0,LGA1700,58.0,12.0,10 nm,,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1735189-REG/intel_bx8071513100f_core_i3_13100f_3_4_ghz.html/BI/21936/KBID/28297,In Stock,88.44
Intel Core i3-13100F73rd / 575,Intel,BX8071513100F,4.0,8.0,4.5,4500.0,LGA1700,58.0,12.0,10 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118433%26ignorebbr%3d1,In Stock,88.44
Intel Core i3-13100F73rd / 575,Intel,BX8071513100F,4.0,8.0,4.5,4500.0,LGA1700,58.0,12.0,10 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B0BQ6BCWC4?tag=pangoly0b-20,In Stock,89.99
Intel Core i3-14100,Intel,BX8071514100,4.0,8.0,4.7,4700.0,LGA1700,60.0,12.0,10 nm,Intel UHD Graphics 770,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1802183-REG/intel_bx8071514100_ic_i3_14100_desktop_processor4.html/BI/21936/KBID/28297,Out of Stock,137.99
Intel Core i3-14100,Intel,BX8071514100,4.0,8.0,4.7,4700.0,LGA1700,60.0,12.0,10 nm,Intel UHD Graphics 770,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819118483%26ignorebbr%3d1,Out of Stock,159.99
Intel Core i3-14100,Intel,BX8071514100,4.0,8.0,4.7,4700.0,LGA1700,60.0,12.0,10 nm,Intel UHD Graphics 770,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA6ZPK9W6094%26ignorebbr%3d1,In Stock,169.0
Intel Core i3-14100,Intel,BX8071514100,4.0,8.0,4.7,4700.0,LGA1700,60.0,12.0,10 nm,Intel UHD Graphics 770,Yes,Amazon.com,https://www.amazon.com/dp/B0CQ1S3L53?tag=pangoly0b-20,In Stock,174.99
Intel Core i3-14100F,Intel,BX8071514100F,4.0,8.0,4.7,4700.0,LGA1700,58.0,12.0,10 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B0CQ1MN1Y2?tag=pangoly0b-20,In Stock,89.99
