Name,Brand,GPU Brand,GPU Series,GPU Chipset,Model,Memory Size,Memory Type,Base Clock,Boost Clock,TDP,Interface,Length,Cooling Type,Power Connectors,SLI Support,CrossFire Support,DisplayPort,HDMI,G-SYNC Support,FreeSync Support,Expansion Slots,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
ZOTAC GeForce RTX 5060 AMP33rd / 101,Zotac,NVIDIA,RTX 5060,GeForce RTX 5060,ZT-B50600F-10M,8 GB,GDDR7,2280 MHz,2550 MHz,155 W,PCIe x16,220 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$310,https://pangoly.com/en/product/zotac-geforce-rtx-5060-amp,49c0433e-f36b-1410-8c02-003fe7c988bc,5
MSI GeForce RTX 5060 8G VENTUS 3X OC33rd / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060,RTX 5060 8G VENTUS 3X OCG5060-8V3C,8 GB,GDDR7,2280 MHz,2550 MHz,145 W,PCIe x16,303 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$310,https://pangoly.com/en/product/msi-geforce-rtx-5060-8g-ventus-3x-oc,6abf433e-f36b-1410-8c02-003fe7c988bc,5
MSI GeForce RTX 5060 8G INSPIRE 2X OC33rd / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060,RTX 5060 8G INSPIRE 2X OCG506-8I2C,8 GB,GDDR7,2280 MHz,2550 MHz,145 W,PCIe x16,204 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$310,https://pangoly.com/en/product/msi-geforce-rtx-5060-8g-inspire-2x-oc,23bf433e-f36b-1410-8c02-003fe7c988bc,5
MSI GeForce RTX 5060 8G GAMING TRIO OC33rd / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060,RTX 5060 8G GAMING TRIO OCG5060-8GTC,8 GB,GDDR7,2280 MHz,2640 MHz,145 W,PCIe x16,300 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$310,https://pangoly.com/en/product/msi-geforce-rtx-5060-8g-gaming-trio-oc,0cbf433e-f36b-1410-8c02-003fe7c988bc,5
GIGABYTE GeForce RTX 5060 GAMING OC 8G33rd / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060,GV-N5060GAMING OC-8GD,8 GB,GDDR7,2280 MHz,2595 MHz,145 W,PCIe x16,281 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$315,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-gaming-oc-8g,41bf433e-f36b-1410-8c02-003fe7c988bc,5
PNY GeForce RTX 5060 ARGB EPIC-X RGB Overclocke...33rd / 101,Pny,NVIDIA,RTX 5060,GeForce RTX 5060,VCG50608TFXXPB1-O,8 GB,GDDR7,2280 MHz,2580 MHz,145 W,PCIe x16,280 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$320,https://pangoly.com/en/product/pny-geforce-rtx-5060-argb-epic-x-rgb-overclocked-triple-fan,62c0433e-f36b-1410-8c02-003fe7c988bc,5
MSI GeForce RTX 5060 8G VENTUS 2X OC WHITE33rd / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060,RTX 5060 8G VENTUS 2X WHITEG5060-8V2CW,8 GB,GDDR7,2280 MHz,2512 MHz,145 W,PCIe x16,197 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$320,https://pangoly.com/en/product/msi-geforce-rtx-5060-8g-ventus-2x-oc-white,0bc0433e-f36b-1410-8c02-003fe7c988bc,5
Gigabyte GeForce RTX 5060 AERO OC33rd / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060,GV-N5060AERO OC-8GD,8 GB,GDDR7,2280 MHz,2595 MHz,145 W,PCIe x16,281 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$320,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-aero-oc,49bf433e-f36b-1410-8c02-003fe7c988bc,6
MSI GeForce RTX 5060 8GB VENTUS 2X OC WHITE33rd / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060,RTX 5060 8G VENTUS 2X OC WHITEG5060-8V2W,8 GB,GDDR7,2280 MHz,2535 MHz,145 W,PCIe x16,197 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$320,https://pangoly.com/en/product/msi-geforce-rtx-5060-8gb-ventus-2x-oc-white,18c0433e-f36b-1410-8c02-003fe7c988bc,6
Gigabyte GeForce RTX 5060 EAGLE OC33rd / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060,GV-N5060EAGLE OC-8GD,8 GB,GDDR7,2280 MHz,2550 MHz,145 W,PCIe x16,208 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$330,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-eagle-oc,8ebf433e-f36b-1410-8c02-003fe7c988bc,6
Gigabyte GeForce RTX 5060 EAGLE OC ICE33rd / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060,GV-N5060EAGLEOC ICE-8GD,8 GB,GDDR7,2280 MHz,2550 MHz,145 W,PCIe x16,208 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$330,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-eagle-oc-ice,1cbf433e-f36b-1410-8c02-003fe7c988bc,6
ASUS PRIME GeForce RTX 5060 OC Edition33rd / 101,Asus,NVIDIA,RTX 5060,GeForce RTX 5060,prime-rtx5060-o8g,8 GB,GDDR7,2280 MHz,2595 MHz,145 W,PCIe x16,268 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$340,https://pangoly.com/en/product/asus-prime-geforce-rtx-5060-oc-edition,6ebf433e-f36b-1410-8c02-003fe7c988bc,6
Gigabyte GeForce RTX 5060 OC Low Profile33rd / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060,GV-N5060OC-8GL,8 GB,GDDR7,2280 MHz,2512 MHz,145 W,PCIe x16,182 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$340,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-oc-low-profile,fbbe433e-f36b-1410-8c02-003fe7c988bc,6
MSI GeForce RTX 5060 8G GAMING TRIO OC White33rd / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060,RTX 5060 8G GAMING TRIO OC WHITEG5060-8GTCW,8 GB,GDDR7,2280 MHz,2640 MHz,145 W,PCIe x16,300 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$370,https://pangoly.com/en/product/msi-geforce-rtx-5060-8g-gaming-trio-oc-white,50bf433e-f36b-1410-8c02-003fe7c988bc,6
ASUS TUF Gaming GeForce RTX 5060 OC Edition33rd / 101,Asus,NVIDIA,RTX 5060,GeForce RTX 5060,tuf-rtx5060-o8g-gaming,8 GB,GDDR7,2280 MHz,2677 MHz,145 W,PCIe x16,302 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$390,https://pangoly.com/en/product/asus-tuf-gaming-geforce-rtx-5060-oc-edition,18bf433e-f36b-1410-8c02-003fe7c988bc,6
Gigabyte AORUS GeForce RTX 5060 ELITE33rd / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060,GV-N5060AORUS E-8GD,8 GB,GDDR7,2280 MHz,2722 MHz,145 W,PCIe x16,329 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$360,https://pangoly.com/en/product/gigabyte-aorus-geforce-rtx-5060-elite,76bf433e-f36b-1410-8c02-003fe7c988bc,6
PNY GeForce RTX 5060 DUAL FAN33rd / 101,Pny,NVIDIA,RTX 5060,GeForce RTX 5060,VCG50608DFXPB1,8 GB,GDDR7,2280 MHz,2497 MHz,145 W,PCIe x16,200 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$385,https://pangoly.com/en/product/pny-geforce-rtx-5060-dual-fan,55c0433e-f36b-1410-8c02-003fe7c988bc,6
PNY GeForce RTX 5060 Ti 16GB EPIC-X RGB Overclo...24th / 101,Pny,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,VCG5060T16TFXXPB1-O,16 GB,GDDR7,2407 MHz,2692 MHz,180 W,PCIe x16,299 mm,3 Fans,1 PCIe 8-pin,No,No,1,1,Yes,No,2,"May 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$500,https://pangoly.com/en/product/pny-geforce-rtx-5060-ti-16gb-epic-x-rgb-overclocked-triple-fan,99ff8996-6940-4f88-9d5b-08dd9f4ddeee,6
PowerColor Red Devil Spectral White Radeon RX 9...8th / 101,Powercolor,AMD,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$900,https://pangoly.com/en/product/powercolor-red-devil-spectral-white-radeon-rx-9070-xt,c2c0ce3b-0ab2-4261-bc19-08dd7ba2de65,6
PNY GeForce RTX 5060 Ti 8GB Epic-X RGB Overcloc...24th / 101,Pny,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,VCG5060T8TFXXPB1-O,8 GB,GDDR7,2407 MHz,2692 MHz,180 W,PCIe x16,299 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$380,https://pangoly.com/en/product/pny-geforce-rtx-5060-ti-8gb-epic-x-rgb-overclocked-triple-fan,5db4d5a0-ddfe-4c20-9d5d-08dd9f4ddeee,7
PNY GeForce RTX 5070 Ti EPIC-X RGB Overclocked ...7th / 101,Pny,NVIDIA,RTX 5070,GeForce RTX 5070 Ti,VCG5071T16TFXXPB1-O,16 GB,GDDR7,2295 MHz,2640 MHz,300 W,PCIe x16,328 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,3,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$1273,https://pangoly.com/en/product/pny-geforce-rtx-5070-ti-epic-x-rgb-overclocked-triple-fan-plus,cad9f77e-a5fb-47ed-9d5f-08dd9f4ddeee,7
MSI GeForce RTX 5070 Ti 16G INSPIRE 3X OC7th / 101,Msi,NVIDIA,RTX 5070,GeForce RTX 5070 Ti,GeForce RTX 5070 Ti 16G INSPIRE 3X OCG507T-16I3CRTX 5070 Ti 16G INSPIRE 3X OCV531-245R,16 GB,GDDR7,2300 MHz,2497 MHz,300 W,PCIe x16,288 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,24,In Stock,$800,https://pangoly.com/en/product/msi-geforce-rtx-5070-ti-16g-inspire-3x-oc,c6b77f4e-28d4-4052-ac00-08ddcaa420da,7
MSI GeForce RTX 5060 Ti 8G VENTUS 2X PLUS29th / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,RTX 5060 Ti 8G VENTUS 2X PLUS,8 GB,GDDR7,2410 MHz,2587 MHz,180 W,PCIe x16,227 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$350,https://pangoly.com/en/product/msi-geforce-rtx-5060-ti-8g-ventus-2x-plus,1355433e-f36b-1410-8bfa-003fe7c988bc,7
MSI GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS29th / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,RTX 5060 Ti 8G VENTUS 2X OC PLUS,8 GB,GDDR7,2410 MHz,2617 MHz,180 W,PCIe x16,227 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$350,https://pangoly.com/en/product/msi-geforce-rtx-5060-ti-8g-ventus-2x-oc-plus,2455433e-f36b-1410-8bfa-003fe7c988bc,7
ZOTAC GeForce RTX 5060 Ti 8GB TWIN EDGE OC29th / 101,Zotac,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,ZT-B50610H-10M,8 GB,GDDR7,2410 MHz,2602 MHz,180 W,PCIe x16,220 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$350,https://pangoly.com/en/product/zotac-geforce-rtx-5060-ti-8gbtwin-edge-oc,3a54433e-f36b-1410-8bfa-003fe7c988bc,7
ZOTAC GeForce RTX 5060 Ti 8GB TWIN EDGE29th / 101,Zotac,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,ZT-B50610E-10M,8 GB,GDDR7,2410 MHz,2572 MHz,180 W,PCIe x16,220 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$355,https://pangoly.com/en/product/zotac-geforce-rtx-5060-ti-8gbtwin-edge,2a54433e-f36b-1410-8bfa-003fe7c988bc,7
GIGABYTE GeForce RTX 5060 Ti WINDFORCE 8G29th / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,GV-N506TWF2-8GD,8 GB,GDDR7,2410 MHz,2572 MHz,180 W,PCIe x16,208 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$370,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-ti-windforce-8g,9255433e-f36b-1410-8bfa-003fe7c988bc,7
ZOTAC GeForce RTX 5060 Ti 8GB AMP29th / 101,Zotac,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,ZT-B50610F-10M,8 GB,GDDR7,2410 MHz,2632 MHz,180 W,PCIe x16,220 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$370,https://pangoly.com/en/product/zotac-geforce-rtx-5060-ti-8gbamp,4854433e-f36b-1410-8bfa-003fe7c988bc,7
GIGABYTE GeForce RTX 5060 Ti WINDFORCE OC 8G29th / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,GV-N506TWF2OC-8GD,8 GB,GDDR7,2410 MHz,2587 MHz,180 W,PCIe x16,208 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$380,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-ti-windforce-oc-8g,a055433e-f36b-1410-8bfa-003fe7c988bc,7
MSI GeForce RTX 5060 Ti 8G GAMING OC29th / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,RTX 5060 Ti 8G GAMING OCG506T-8GC,8 GB,GDDR7,2410 MHz,2662 MHz,180 W,PCIe x16,247 mm,2 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$380,https://pangoly.com/en/product/msi-geforce-rtx-5060-ti-8g-gaming-oc,0a55433e-f36b-1410-8bfa-003fe7c988bc,7
ASUS PRIME GeForce RTX 5060 Ti 8GB29th / 101,Asus,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,prime-rtx5060ti-8g90YV0MP1-M0AA00,8 GB,GDDR7,2410 MHz,2602 MHz,180 W,PCIe x16,304 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$380,https://pangoly.com/en/product/asus-prime-geforce-rtx-5060-ti-8gb,7554433e-f36b-1410-8bfa-003fe7c988bc,7
MSI GeForce RTX 5060 Ti 8G GAMING TRIO OC29th / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,RTX 5060 Ti 8G GAMING TRIO OCG506T-8GTC,8 GB,GDDR7,2410 MHz,2662 MHz,180 W,PCIe x16,300 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$390,https://pangoly.com/en/product/msi-geforce-rtx-5060-ti-8g-gaming-trio-oc,ee54433e-f36b-1410-8bfa-003fe7c988bc,8
GIGABYTE GeForce RTX 5060 Ti GAMING OC 8G29th / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,GV-N506TGAMING OC-8GD,8 GB,GDDR7,2410 MHz,2647 MHz,180 W,PCIe x16,281 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$410,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-ti-gaming-oc-8g,8255433e-f36b-1410-8bfa-003fe7c988bc,8
ASUS Dual GeForce RTX 5060 Ti OC Edition 8GB29th / 101,Asus,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,dual-rtx5060ti-o8g,8 GB,GDDR7,2410 MHz,2632 MHz,180 W,PCIe x16,229 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$420,https://pangoly.com/en/product/asus-dual-geforce-rtx-5060-ti-oc-edition-8gb,a954433e-f36b-1410-8bfa-003fe7c988bc,8
ASUS PRIME GeForce RTX 5060 Ti OC Edition 8GB29th / 101,Asus,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,prime-rtx5060ti-o8g,8 GB,GDDR7,2410 MHz,2647 MHz,180 W,PCIe x16,304 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$430,https://pangoly.com/en/product/asus-prime-geforce-rtx-5060-ti-oc-edition-8gb,8154433e-f36b-1410-8bfa-003fe7c988bc,8
GIGABYTE GeForce RTX 5060 Ti WINDFORCE 16G24th / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,GV-N506TWF2-16GD,16 GB,GDDR7,2410 MHz,2572 MHz,180 W,PCIe x16,208 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$430,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-ti-windforce-16g,9855433e-f36b-1410-8bfa-003fe7c988bc,8
MSI GeForce RTX 5060 Ti 8G GAMING TRIO OC WHITE29th / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,RTX 5060 Ti 8G GAMING TRIO OC WHITEG506T-8GTCW,8 GB,GDDR7,2410 MHz,2662 MHz,180 W,PCIe x16,300 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$430,https://pangoly.com/en/product/msi-geforce-rtx-5060-ti-8g-gaming-trio-oc-white,f354433e-f36b-1410-8bfa-003fe7c988bc,8
ASUS Prime GeForce RTX 5060 Ti 16GB24th / 101,Asus,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,prime-rtx5060ti-16g90YV0MH3-M0AA00,16 GB,GDDR7,2410 MHz,2602 MHz,180 W,PCIe x16,304 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$430,https://pangoly.com/en/product/asus-prime-geforce-rtx-5060-ti-16gb,8754433e-f36b-1410-8bfa-003fe7c988bc,8
ZOTAC GeForce RTX 5060 Ti 16GB Twin Edge OC24th / 101,Zotac,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,ZT-B50620H-10M,16 GB,GDDR7,2410 MHz,2602 MHz,180 W,PCIe x16,220 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$430,https://pangoly.com/en/product/zotac-geforce-rtx-5060-ti-16gb-twin-edge-oc,3154433e-f36b-1410-8bfa-003fe7c988bc,8
GIGABYTE GeForce RTX 5060 Ti WINDFORCE OC 16GB24th / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,GV-N506TWF2OC-16GD,16 GB,GDDR7,2410 MHz,2587 MHz,180 W,PCIe x16,208 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$450,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-ti-windforce-oc-16gb,a355433e-f36b-1410-8bfa-003fe7c988bc,8
ZOTAC GeForce RTX 5060 Ti 16GB AMP24th / 101,Zotac,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,ZT-B50620F-10M,16 GB,GDDR7,2410 MHz,2632 MHz,180 W,PCIe x16,220 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$450,https://pangoly.com/en/product/zotac-geforce-rtx-5060-ti-16gbamp,4154433e-f36b-1410-8bfa-003fe7c988bc,8
ZOTAC GeForce RTX 5060 Ti 16GB TWIN EDGE24th / 101,Zotac,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,ZT-B50620E-10M,16 GB,GDDR7,2410 MHz,2572 MHz,180 W,PCIe x16,220 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$450,https://pangoly.com/en/product/zotac-geforce-rtx-5060-ti-16gbtwin-edge,2454433e-f36b-1410-8bfa-003fe7c988bc,8
GIGABYTE GeForce RTX 5060 Ti EAGLE OC ICE 16GB24th / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,GV-N506TEAGLEOC ICE-16GD,16 GB,GDDR7,2410 MHz,2617 MHz,180 W,PCIe x16,215 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$460,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-ti-eagle-oc-ice-16gb,7855433e-f36b-1410-8bfa-003fe7c988bc,8
GIGABYTE GeForce RTX 5060 Ti EAGLE OC 16GB24th / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,GV-N506TEAGLE OC-16GD,16 GB,GDDR7,2410 MHz,2617 MHz,180 W,PCIe x16,215 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$460,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-ti-eagle-oc-16gb,6555433e-f36b-1410-8bfa-003fe7c988bc,9
MSI GeForce RTX 5060 Ti 16G VENTUS 2X PLUS24th / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,RTX 5060 Ti 16G VENTUS 2X PLUSG506T-16V2P,16 GB,GDDR7,2410 MHz,2587 MHz,180 W,PCIe x16,227 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$469,https://pangoly.com/en/product/msi-geforce-rtx-5060-ti-16g-ventus-2x-plus,1d55433e-f36b-1410-8bfa-003fe7c988bc,9
ASUS TUF Gaming GeForce RTX 5060 Ti OC Edition 8GB29th / 101,Asus,NVIDIA,RTX 5060,GeForce RTX 5060 Ti 8GB,tuf-rtx5060ti-o8g-gaming,8 GB,GDDR7,2410 MHz,2692 MHz,180 W,PCIe x16,302 mm,3 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$470,https://pangoly.com/en/product/asus-tuf-gaming-geforce-rtx-5060-ti-oc-edition-8gb,5854433e-f36b-1410-8bfa-003fe7c988bc,9
GIGABYTE GeForce RTX 5060 Ti GAMING OC 16GB24th / 101,Gigabyte,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,GV-N506TGAMING OC-16GD,16 GB,GDDR7,2410 MHz,2647 MHz,180 W,PCIe x16,281 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$470,https://pangoly.com/en/product/gigabyte-geforce-rtx-5060-ti-gaming-oc-16gb,8a55433e-f36b-1410-8bfa-003fe7c988bc,9
ASUS Dual GeForce RTX 5060 Ti OC Edition 16GB24th / 101,Asus,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,dual-rtx5060ti-o16g90YV0MH0-M0AA00,16 GB,GDDR7,2410 MHz,2632 MHz,180 W,PCIe x16,229 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$480,https://pangoly.com/en/product/asus-dual-geforce-rtx-5060-ti-oc-edition-16gb,bd54433e-f36b-1410-8bfa-003fe7c988bc,9
MSI GeForce RTX 5060 Ti 16G GAMING OC24th / 101,Msi,NVIDIA,RTX 5060,GeForce RTX 5060 Ti,RTX 5060 Ti 16G GAMING OCG506T-16GC,16 GB,GDDR7,2410 MHz,2662 MHz,180 W,PCIe x16,247 mm,2 Fans,1 PCIe 16-pin,No,No,3,1,Yes,No,2,"April 2025* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$490,https://pangoly.com/en/product/msi-geforce-rtx-5060-ti-16g-gaming-oc,0d55433e-f36b-1410-8bfa-003fe7c988bc,9
