Name,Brand,Model,Type,Size,Kit Configuration,Speed,CAS Latency,Timing,First Word Latency,Voltage,Heat Spreader,ECC Support,Color,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
G.Skill RipJaws S5 Series 48GB (2 x 24GB) DDR5 ...,G.Skill,F5-6800J3446F24GX2-RS5K,DDR5,48GB,,DDR5-6800 MHz,34,34-46-46-108,10 ns,1.35 V,Yes,No,Black,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$185,5/5,57,Out of Stock,$390,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-48gb-2-x-24gb-ddr5-6800,358b5361-30a5-48b7-eb34-08db8845a1aa,26
G.SKILL Ripjaws S5 Series 32GB (2x16GB) DDR5 6000,G.Skill,F5-6000J4040F16GX2-RS5K,DDR5,32GB,2x16gb,DDR5-6000 MHz,40,40-40-40-96,13.33 ns,1.35 V,Yes,No,,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$115,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-32gb-2x16gb-ddr5-6000,98eaf996-7a41-417d-d592-08dcd267c54e,26
CORSAIR Vengeance 48GB (2x24GB) DDR5 6000MHz,Corsair,CMK48GX5M2E6000C36,DDR5,48GB,2x24gb,DDR6000 MHz,36,36-44-44-96,12 ns,1.4 V,Yes,No,Black,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$185,5/5,0,In Stock,$173,https://pangoly.com/en/product/corsair-vengeance-48gb-2x24gb-ddr5-6000mhz,62ebef9d-d7d1-4f6c-f850-08dbaf902ff6,26
CORSAIR Vengeance RGB 48GB (2x24GB) DDR5 6000MH...,Corsair,CMH48GX5M2E6000C36,DDR5,48GB,2x24gb,DDR6000 MHz,36,36-44-44-96,12 ns,1.4 V,Yes,No,RGB,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$173,5/5,0,In Stock,$219,https://pangoly.com/en/product/corsair-vengeance-rgb-48gb-2x24gb-ddr5-6000mhz-cl36,1bb3c071-6f9d-46a8-f84c-08dbaf902ff6,26
CORSAIR Vengeance 64GB (2x32GB) DDR5 6000MHz CL30,Corsair,CMK64GX5M2B6000Z30,DDR5,64GB,2x32gb,DDR6000 MHz,30,30-36-36-76,10 ns,1.4 V,Yes,No,,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,0,In Stock,$379,https://pangoly.com/en/product/corsair-vengeance-64gb-2x32gb-ddr5-6000mhz-cl30,6974f17e-b3bd-419d-eb05-08db8845a1aa,26
CORSAIR Vengeance RGB 64GB (2x32GB) DDR5 6000MH...,Corsair,CMH64GX5M2B6000Z30,DDR5,64GB,2x32gb,DDR6000 MHz,30,30-36-36-76,10 ns,1.4 V,Yes,No,RGB,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,0,In Stock,$399,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-2x32gb-ddr5-6000mhz-cl30-amd,a17d5b94-f609-46ac-eb14-08db8845a1aa,26
CORSAIR Vengeance 64GB (2x32GB) DDR5 6000MHz,Corsair,CMK64GX5M2B6000C30,DDR5,64GB,2x32gb,DDR6000 MHz,30,30-36-36-76,10 ns,1.4 V,Yes,No,Black,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,0,In Stock,$424,https://pangoly.com/en/product/corsair-vengeance-64gb-2x32gb-ddr5-6000mhz,dfe77157-c482-4462-eb09-08db8845a1aa,26
CORSAIR Vengeance 96GB (2x48GB) DDR5 6400MHz,Corsair,CMK96GX5M2B6400C32,DDR5,96GB,2x48gb,DDR6400 MHz,32,32-40-40-84,10 ns,1.4 V,Yes,No,Black,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$340,5/5,0,In Stock,$438,https://pangoly.com/en/product/corsair-vengeance-96gb-2x48gb-ddr5-6400mhz,be976206-1756-4995-eb0b-08db8845a1aa,26
CORSAIR Dominator Platinum RGB 64GB (2x32GB) DD...,Corsair,CMT64GX5M2B6000Z30,DDR5,64GB,2x32gb,DDR6000 MHz,30,30-36-36-76,10 ns,1.4 V,Yes,No,RGB,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,0,In Stock,$493,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-64gb-2x32gb-ddr5-6000mhz-cl30-amd,64a9c1be-4403-4c3d-eb0c-08db8845a1aa,26
CORSAIR Dominator Platinum RGB 64GB (2x32GB) DD...,Corsair,CMT64GX5M2B6800C40,DDR5,64GB,2x32gb,DDR6800 MHz,40,40-50-50-110,11.76 ns,1.4 V,Yes,No,RGB,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,0,In Stock,$513,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-64gb-2x32gb-ddr5-6800mhz,d2a0e783-9720-4920-d97d-08db8844eba0,26
Crucial Pro 32GB (2x16GB) DDR5 5600,Crucial,CP2K16G56C46U5,DDR5,32GB,2x16gb,DDR5-5600 MHz,46,,16.42 ns,1.1 V,Yes,No,Black,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$114,5/5,8,In Stock,$110,https://pangoly.com/en/product/crucial-pro-32gb-2x16gb-ddr5-5600,ea981f55-51b2-49ac-d97f-08db8844eba0,27
Crucial Pro 32GB (2x16GB) DDR4 3200,Crucial,,DDR4,32GB,2x16gb,,,,,,,,,,$69,5/5,18,In Stock,$127,https://pangoly.com/en/product/crucial-pro-32gb-2x16gb-ddr4-3200,b19b4063-31d1-4cef-f87e-08dbaf902ff6,27
Crucial Pro 64GB (2x32GB) DDR4 3200,Crucial,,DDR4,64GB,2x32gb,,,,,,,,,,$181,5/5,66,In Stock,$254,https://pangoly.com/en/product/crucial-pro-64gb-2x32gb-ddr4-3200,6e0fed5e-9419-48c5-b3df-08dc5ee35005,27
CORSAIR VENGEANCE RGB 32GB (2x16GB) DDR5 6400MH...,Corsair,,DDR5,32GB,2x16gb,DDR6400 MHz,36,,,,,,,,$124,5/5,0,In Stock,$161,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6400mhz-white,b0ce5f05-0ff9-4189-eaff-08db8845a1aa,27
CORSAIR VENGEANCE RGB 32GB (2x16GB) DDR5 6600MHz,Corsair,,DDR5,32GB,2x16gb,DDR6600 MHz,38,,,,,,,,$124,5/5,0,In Stock,$191,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6600mhz,0cf454d3-2931-497d-eb2e-08db8845a1aa,27
CORSAIR VENGEANCE 32GB (2x16GB) DDR5 6400MHz White,Corsair,,DDR5,32GB,2x16gb,DDR6400 MHz,32,,,,,,,,$138,5/5,0,In Stock,$213,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6400mhz-white,d4f4a18e-135c-495e-eb12-08db8845a1aa,27
CORSAIR VENGEANCE RGB 64GB (2x32GB) DDR5 5600MH...,Corsair,,DDR5,64GB,2x32gb,DDR5600 MHz,36,,,,,,,,$205,5/5,0,In Stock,$214,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-2x32gb-ddr5-5600mhz-white,6895a898-8b3e-472b-eb10-08db8845a1aa,27
CORSAIR VENGEANCE RGB 64GB (2x32GB) DDR5 6000MH...,Corsair,,DDR5,64GB,2x32gb,DDR6000 MHz,30,,,,,,,,$240,5/5,1,In Stock,$270,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-2x32gb-ddr5-6000mhz-cl30,81fd989a-3d66-4b42-eafe-08db8845a1aa,27
CORSAIR Vengeance 64GB (2x32GB) DDR5 5600MHz White,Corsair,,DDR5,64GB,2x32gb,DDR5600 MHz,40,,,,,,,,$205,5/5,0,In Stock,$313,https://pangoly.com/en/product/corsair-vengeance-64gb-2x32gb-ddr5-5600mhz-white,81927662-f2e1-4cdd-eb20-08db8845a1aa,27
CORSAIR DOMINATOR PLATINUM RGB 64GB (2x32GB) DD...,Corsair,,DDR5,64GB,2x32gb,DDR6000 MHz,30,,,,,,,,$240,5/5,1,In Stock,$493,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-64gb-2x32gb-ddr5-6000mhz-cl30,864e5424-166d-45ba-eb00-08db8845a1aa,27
CORSAIR Vengeance 32GB (2x16GB) DDR5 6000MHz White,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,36,,,,,,,,$119,5/5,0,Out of Stock,$115,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6000mhz-white,f888ed93-a7d0-4c57-eb16-08db8845a1aa,27
CORSAIR Vengeance 64GB (2x32GB) DDR5 5600MHz,Corsair,CMK64GX5M2B5600C36,DDR5,64GB,2x32gb,DDR5600 MHz,36,36-36-36-76,12.85 ns,1.25 V,Yes,No,Black,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$205,5/5,0,Out of Stock,$185,https://pangoly.com/en/product/corsair-vengeance-64gb-2x32gb-ddr5-5600mhz,3796cadf-dcb4-4968-eb1a-08db8845a1aa,27
CORSAIR VENGEANCE RGB 64GB (2x32GB) DDR5 6000MH...,Corsair,,DDR5,64GB,2x32gb,DDR6000 MHz,40,,,,,,,,$205,5/5,0,Out of Stock,$190,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-2x32gb-ddr5-6000mhz-white,8315980f-de04-4ccf-f854-08dbaf902ff6,28
CORSAIR Vengeance 64GB (2x32GB) DDR5 6000MHz White,Corsair,,DDR5,64GB,2x32gb,DDR6000 MHz,40,,,,,,,,$205,5/5,0,Out of Stock,$196,https://pangoly.com/en/product/corsair-vengeance-64gb-2x32gb-ddr5-6000mhz-white,f997d489-6188-4454-eb1c-08db8845a1aa,28
Kingston Fury Renegade Pro 16GB ECC Registered ...,Kingston,,DDR5,16GB,,,,,,,,,,,$139,5/5,0,In Stock,$128,https://pangoly.com/en/product/kingston-fury-renegade-pro-16gb-ecc-registered-ddr5-4800,fd6d4c36-7d03-422e-ec05-08dbf1a4aa62,28
Kingston Fury Renegade Pro 16GB ECC Registered ...,Kingston,KF560R32RBE-16,DDR5,16GB,,DDR5-6000 MHz,32,32-38-38,10.67 ns,1.35 V,Yes,Yes,,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$139,5/5,0,Out of Stock,$126,https://pangoly.com/en/product/kingston-fury-renegade-pro-16gb-ecc-registered-ddr5-6000,ff8a4d0b-64b9-4cf3-ec04-08dbf1a4aa62,28
CORSAIR Vengeance 32GB (2x16GB) DDR5 6000MHz CL30,Corsair,CMK32GX5M2B6000C30,DDR5,32GB,2x16gb,DDR6000 MHz,30,30-36-36-76,10 ns,1.4 V,Yes,No,Black,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$205,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6000mhz-cl30,f987a515-95ac-4a20-6472-08db7b8f1023,28
CORSAIR VENGEANCE RGB 32GB (2x16GB) DDR5 6000MH...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,30,,,,,,,,$138,5/5,0,In Stock,$219,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz-cl30,798fc29e-5368-407a-eb01-08db8845a1aa,28
CORSAIR DOMINATOR PLATINUM RGB 32GB (2x16GB) DD...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,30,,,,,,,,$138,5/5,0,In Stock,$247,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-32gb-2x16gb-ddr5-6000mhz-cl30,1358bba8-18a3-4573-eb1b-08db8845a1aa,28
Kingston FURY Beast RGB 128GB (4x32GB) DDR5 5200,Kingston,KF552C40BBAK4-128,DDR5,128GB,4x32gb,DDR5-5200 MHz,40,,15.38 ns,1.25 V,Yes,No,RGB,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$595,5/5,0,In Stock,$498,https://pangoly.com/en/product/kingston-fury-beast-rgb-128gb-4x32gb-ddr5-5200,ab6d9134-93d3-4fef-7d46-08dc7a8f254c,28
Kingston FURY Beast 128GB (4x32GB) DDR5 5600 White,Kingston,,DDR5,128GB,4x32gb,,40,,,,,,,,$856,5/5,0,In Stock,$595,https://pangoly.com/en/product/kingston-fury-beast-128gb-4x32gb-ddr5-5600-white,82c99042-4245-463e-a50d-08dc28919938,28
SuperMicro 16GB ECC Registered DDR5 4800 MEM-DR...,,MEM-DR516L-HL01-ER48,DDR5,16GB,,DDR5-4800 MHz,40,,16.67 ns,1.1 V,No,Yes,,"April 2023* First availability for purchase, it may not correspond to the actual market launch date.",$128,5/5,0,In Stock,$148,https://pangoly.com/en/product/supermicro-16gb-ecc-registered-ddr5-4800-mem-dr516l-hl01-er48,0590603a-416e-45aa-ec0d-08dbf1a4aa62,28
SuperMicro 32GB ECC Registered DDR5 4800 MEM-DR...,,MEM-DR532L-SL05-ER48,DDR5,32GB,,DDR5-4800 MHz,40,,16.67 ns,1.1 V,No,Yes,,"April 2023* First availability for purchase, it may not correspond to the actual market launch date.",$191,5/5,0,In Stock,$198,https://pangoly.com/en/product/supermicro-32gb-ecc-registered-ddr5-4800-mem-dr532l-sl05-er48,d1a9b3b2-98e4-4893-ec09-08dbf1a4aa62,28
SuperMicro 64GB ECC Registered DDR5 4800 MEM-DR...,,MEM-DR564L-HL01-ER48,DDR5,64GB,,DDR5-4800 MHz,40,,16.67 ns,1.1 V,No,Yes,,"April 2023* First availability for purchase, it may not correspond to the actual market launch date.",$371,5/5,0,In Stock,$470,https://pangoly.com/en/product/supermicro-64gb-ecc-registered-ddr5-4800-mem-dr564l-hl01-er48,203f8034-8c40-4184-ec07-08dbf1a4aa62,28
SuperMicro 16GB ECC Registered DDR5 4800 MEM-DR...,,MEM-DR516L-SL02-ER48,DDR5,16GB,,DDR5-4800 MHz,40,,16.67 ns,1.1 V,No,Yes,,"April 2023* First availability for purchase, it may not correspond to the actual market launch date.",$128,5/5,0,Out of Stock,$140,https://pangoly.com/en/product/supermicro-16gb-ecc-registered-ddr5-4800-mem-dr516l-sl02-er48,3e43e4a2-19cc-49c6-ec0c-08dbf1a4aa62,29
SuperMicro 16GB ECC Registered DDR5 4800 MEM-DR...,,MEM-DR516L-CL01-ER48,DDR5,16GB,,DDR5-4800 MHz,01,,16.67 ns,1.1 V,No,Yes,,"April 2023* First availability for purchase, it may not correspond to the actual market launch date.",$128,5/5,0,Out of Stock,$140,https://pangoly.com/en/product/supermicro-16gb-ecc-registered-ddr5-4800-mem-dr516l-cl01-er48,37fa28a4-46c9-422d-ec0e-08dbf1a4aa62,29
SuperMicro 32GB ECC Registered DDR5 4800 MEM-DR...,,MEM-DR532L-CL01-ER48,DDR5,32GB,,DDR5-4800 MHz,01,,16.67 ns,1.1 V,No,Yes,,"April 2023* First availability for purchase, it may not correspond to the actual market launch date.",$191,5/5,0,Out of Stock,$220,https://pangoly.com/en/product/supermicro-32gb-ecc-registered-ddr5-4800-mem-dr532l-cl01-er48,f18c867f-b0b2-4892-ec0b-08dbf1a4aa62,29
SuperMicro 64GB ECC Registered DDR5 4800 MEM-DR...,,MEM-DR564L-CL01-ER48,DDR5,64GB,,DDR5-4800 MHz,01,,16.67 ns,1.1 V,No,Yes,,"April 2023* First availability for purchase, it may not correspond to the actual market launch date.",$371,5/5,0,Out of Stock,$370,https://pangoly.com/en/product/supermicro-64gb-ecc-registered-ddr5-4800-mem-dr564l-cl01-er48,2b4afd57-0b5e-4483-ec08-08dbf1a4aa62,29
Lexar ARES RGB 32GB (2x16GB) DDR5 6000,,,DDR5,32GB,2x16gb,,34,,,,,,,,$124,5/5,0,Out of Stock,$120,https://pangoly.com/en/product/lexar-ares-rgb-32gb-2x16gb-ddr5-6000,0812cf97-a1ba-4002-f864-08dbaf902ff6,29
Lexar ARES RGB 32GB (2x16GB) DDR5 5600,,,DDR5,32GB,2x16gb,,32,,,,,,,,$124,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/lexar-ares-rgb-32gb-2x16gb-ddr5-5600,0a2bb068-03a0-4c5a-f86c-08dbaf902ff6,29
CORSAIR VENGEANCE 48GB (2x24GB) DDR5 6400MHz,Corsair,,DDR5,48GB,2x24gb,DDR6400 MHz,36,,,,,,,,$185,5/5,8,In Stock,$251,https://pangoly.com/en/product/corsair-vengeance-48gb-2x24gb-ddr5-6400mhz,b7072c68-dad4-4e91-f84e-08dbaf902ff6,29
CORSAIR VENGEANCE RGB 48GB (2x24GB) DDR5 6400MHz,Corsair,,DDR5,48GB,2x24gb,DDR6400 MHz,36,,,,,,,,$185,5/5,0,In Stock,$251,https://pangoly.com/en/product/corsair-vengeance-rgb-48gb-2x24gb-ddr5-6400mhz,48f76439-5377-4d2e-533a-08dd46d51e7b,29
CORSAIR VENGEANCE RGB 64GB (2x32GB) DDR5 6400MHz,Corsair,,DDR5,64GB,2x32gb,DDR6400 MHz,32,,,,,,,,$240,5/5,17,In Stock,$371,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-2x32gb-ddr5-6400mhz,4617f71d-adc0-4453-a500-08dc28919938,29
CORSAIR DOMINATOR PLATINUM RGB 64GB (2x32GB) DD...,Corsair,,DDR5,64GB,2x32gb,DDR6400 MHz,32,,,,,,,,$240,5/5,0,In Stock,$426,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-64gb-2x32gb-ddr5-6400mhz,fa822fcb-f06a-4831-c4d6-08dd6ba34a3d,29
CORSAIR VENGEANCE RGB 64GB (2x32GB) DDR5 6600MHz,Corsair,,DDR5,64GB,2x32gb,DDR6600 MHz,32,,,,,,,,$329,5/5,12,In Stock,$447,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-2x32gb-ddr5-6600mhz,ce915693-dbff-4ec5-f852-08dbaf902ff6,29
CORSAIR DOMINATOR PLATINUM RGB 64GB (2x32GB) DD...,Corsair,,DDR5,64GB,2x32gb,DDR6600 MHz,32,,,,,,,,$329,5/5,11,In Stock,$495,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-64gb-2x32gb-ddr5-6600mhz,20bbd758-bfae-4df5-c4d5-08dd6ba34a3d,29
Kingston FURY Renegade White 16GB DDR5 6800,Kingston,KF568C36RW-16,DDR5,16GB,,DDR5-6800 MHz,36,,10.58 ns,1.4 V,Yes,No,,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$79,5/5,0,In Stock,$97,https://pangoly.com/en/product/kingston-fury-renegade-white-16gb-ddr5-6800,65f8b332-8399-4c28-b33b-08dc5ee35005,30
Kingston Fury Beast White RGB 32GB DDR5 5600,Kingston,,DDR5,32GB,,,40,,,,,,,,$111,5/5,0,In Stock,$125,https://pangoly.com/en/product/kingston-fury-beast-white-rgb-32gb-ddr5-5600,5b23ed24-df06-4fec-71e6-08db522232be,30
Kingston Fury Beast White RGB 32GB (2x16GB) DDR...,Kingston,,DDR5,32GB,2x16gb,,40,,,,,,,,$114,5/5,0,In Stock,$137,https://pangoly.com/en/product/kingston-fury-beast-white-rgb-32gb-2x16gb-ddr5-5600,fed1c9b2-350a-4541-71e0-08db522232be,30
Kingston FURY Renegade White 32GB (2x16GB) DDR5...,Kingston,KF568C36RWK2-32,DDR5,32GB,2x16gb,DDR5-6800 MHz,36,36-42-42,10.58 ns,1.4 V,Yes,No,Silver/White,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,23,In Stock,$163,https://pangoly.com/en/product/kingston-fury-renegade-white-32gb-2x16gb-ddr5-6800,537b8212-9e25-442a-b342-08dc5ee35005,30
CORSAIR VENGEANCE 32GB (2x16GB) DDR5 6000MHz CL36,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,36,,,,,,,,$119,5/5,0,In Stock,$173,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6000mhz-cl36,4cd2d2cd-607f-461e-eb03-08db8845a1aa,30
CORSAIR VENGEANCE 32GB (2x16GB) DDR5 6200MHz,Corsair,,DDR5,32GB,2x16gb,DDR6200 MHz,36,,,,,,,,$124,5/5,0,In Stock,$173,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6200mhz,c237bbbb-0faf-498e-eb29-08db8845a1aa,30
Kingston Fury Renegade White RGB 32GB (2x16GB) ...,Kingston,,DDR5,32GB,2x16gb,,32,,,,,,,,$138,5/5,0,In Stock,$175,https://pangoly.com/en/product/kingston-fury-renegade-white-rgb-32gb-2x16gb-ddr5-6400,47bc7fe4-2fca-4cb3-1399-08db5065c0fc,30
CORSAIR VENGEANCE RGB 32GB (2x16GB) DDR5 6200MHz,Corsair,,DDR5,32GB,2x16gb,DDR6200 MHz,36,,,,,,,,$124,5/5,0,In Stock,$182,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6200mhz,59075dbd-3e63-434c-eb31-08db8845a1aa,30
CORSAIR VENGEANCE RGB 32GB (2x16GB) DDR5 6000MH...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,36,,,,,,,,$119,5/5,0,In Stock,$184,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz-cl36,8fdca398-d8fd-4be8-d97e-08db8844eba0,30
Kingston FURY Renegade White 32GB (2x16GB) DDR5...,Kingston,KF564C32RWK2-32,DDR5,32GB,2x16gb,DDR5-6400 MHz,32,32-39-39,10 ns,1.4 V,Yes,No,Silver/White,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,23,In Stock,$185,https://pangoly.com/en/product/kingston-fury-renegade-white-32gb-2x16gb-ddr5-6400,bd202ca4-8017-42f1-b341-08dc5ee35005,30
CORSAIR DOMINATOR PLATINUM RGB 32GB (2x16GB) DD...,Corsair,,DDR5,32GB,2x16gb,DDR6200 MHz,36,,,,,,,,$124,5/5,1,In Stock,$201,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-32gb-2x16gb-ddr5-6200mhz-cl36,816e26b9-443e-472d-eb2c-08db8845a1aa,30
Kingston Fury Beast White RGB 32GB (2x16GB) DDR...,Kingston,,DDR5,32GB,2x16gb,,40,,,,,,,,$114,5/5,0,In Stock,$203,https://pangoly.com/en/product/kingston-fury-beast-white-rgb-32gb-2x16gb-ddr5-5200,8202294c-a784-4603-71de-08db522232be,30
CORSAIR DOMINATOR PLATINUM RGB 32GB (2x16GB) DD...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,36,,,,,,,,$119,5/5,0,In Stock,$205,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-32gb-2x16gb-ddr5-6000mhz-cl36,522222bb-80ec-43f6-eb35-08db8845a1aa,31
Kingston Fury Renegade White RGB 32GB (2x16GB) ...,Kingston,,DDR5,32GB,2x16gb,,38,,,,,,,,$138,5/5,0,In Stock,$210,https://pangoly.com/en/product/kingston-fury-renegade-white-rgb-32gb-2x16gb-ddr5-7200,2a4a5ee0-9e14-455f-139a-08db5065c0fc,31
Kingston Fury Beast White RGB 64GB (2x32GB) DDR...,Kingston,,DDR5,64GB,2x32gb,,40,,,,,,,,$205,5/5,0,In Stock,$214,https://pangoly.com/en/product/kingston-fury-beast-white-rgb-64gb-2x32gb-ddr5-5600,0bd57bb9-400d-47b2-71e9-08db522232be,31
Kingston FURY Renegade White 32GB DDR5 6000,Kingston,KF560C32RW-32,DDR5,32GB,,DDR5-6000 MHz,32,,10.66 ns,1.35 V,Yes,No,,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$143,5/5,0,In Stock,$221,https://pangoly.com/en/product/kingston-fury-renegade-white-32gb-ddr5-6000,071c636d-ab90-493e-b33e-08dc5ee35005,31
Kingston Fury Renegade White RGB 32GB (2x16GB) ...,Kingston,,DDR5,32GB,2x16gb,,32,,,,,,,,$138,5/5,0,In Stock,$250,https://pangoly.com/en/product/kingston-fury-renegade-white-rgb-32gb-2x16gb-ddr5-6000,fb984449-b013-4223-1397-08db5065c0fc,31
Kingston FURY Renegade White 32GB (2x16GB) DDR5...,Kingston,KF572C38RWK2-32,DDR5,32GB,2x16gb,DDR5-7200 MHz,38,,10.55 ns,1.45 V,Yes,No,,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$300,https://pangoly.com/en/product/kingston-fury-renegade-white-32gb-2x16gb-ddr5-7200,2bd02d8a-5326-4afc-b343-08dc5ee35005,31
Kingston FURY Renegade White 16GB DDR5 6000,Kingston,KF560C32RW-16,DDR5,16GB,,DDR5-6000 MHz,32,,10.66 ns,1.35 V,Yes,No,,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$79,5/5,0,Out of Stock,$68,https://pangoly.com/en/product/kingston-fury-renegade-white-16gb-ddr5-6000,bb8cb352-13ab-4dac-b334-08dc5ee35005,31
Kingston FURY Renegade White 16GB DDR5 6400,Kingston,KF564C32RW-16,DDR5,16GB,,DDR5-6400 MHz,32,32-39-39,10 ns,1.4 V,Yes,No,White,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$79,5/5,0,Out of Stock,$70,https://pangoly.com/en/product/kingston-fury-renegade-white-16gb-ddr5-6400,0b7cc829-2a7f-40e9-b335-08dc5ee35005,31
Kingston Fury Beast White RGB 16GB DDR5 6000,Kingston,,DDR5,16GB,,,40,,,,,,,,$75,5/5,0,Out of Stock,$72,https://pangoly.com/en/product/kingston-fury-beast-white-rgb-16gb-ddr5-6000,6c70810e-0650-45a0-71e3-08db522232be,31
Kingston Fury Beast White RGB 16GB DDR5 5600,Kingston,,DDR5,16GB,,,40,,,,,,,,$75,5/5,0,Out of Stock,$80,https://pangoly.com/en/product/kingston-fury-beast-white-rgb-16gb-ddr5-5600,89f7f75d-fe53-49f2-71e2-08db522232be,31
Kingston Fury Beast White RGB 16GB DDR5 5200,Kingston,,DDR5,16GB,,,40,,,,,,,,$75,5/5,0,Out of Stock,$80,https://pangoly.com/en/product/kingston-fury-beast-white-rgb-16gb-ddr5-5200,400724c0-fea3-42f8-71dd-08db522232be,31
Kingston FURY Renegade White 16GB DDR5 7200,Kingston,KF572C38RW-16,DDR5,16GB,,DDR5-7200 MHz,38,,10.55 ns,1.45 V,Yes,No,,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$79,5/5,0,Out of Stock,$97,https://pangoly.com/en/product/kingston-fury-renegade-white-16gb-ddr5-7200,1bcc8d36-0707-4715-b336-08dc5ee35005,31
Kingston FURY Beast RGB 32GB (2 x 16GB) DDR5 56...,Kingston,KF556C36BWEAK2-32,DDR5,32GB,,DDR5-5600 MHz,36,,12.85 ns,1.25 V,Yes,No,RGB,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$115,5/5,0,Out of Stock,$117,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-2-x-16gb-ddr5-5600-white,fdc8f9fd-aaf6-45ba-1f7c-08dcf5001470,32
Kingston Fury Beast White RGB 32GB DDR5 5200,Kingston,,DDR5,32GB,,,40,,,,,,,,$111,5/5,0,Out of Stock,$132,https://pangoly.com/en/product/kingston-fury-beast-white-rgb-32gb-ddr5-5200,870b6d38-946f-4b16-71e5-08db522232be,32
Kingston Fury Beast White RGB 32GB DDR5 6000,Kingston,,DDR5,32GB,,,40,,,,,,,,$111,5/5,0,Out of Stock,$133,https://pangoly.com/en/product/kingston-fury-beast-white-rgb-32gb-ddr5-6000,ef9b1ac9-7d9b-48ec-71e7-08db522232be,32
Kingston Fury Renegade White RGB 64GB (2x32GB) ...,Kingston,,DDR5,64GB,2x32gb,,32,,,,,,,,$240,5/5,0,Out of Stock,$195,https://pangoly.com/en/product/kingston-fury-renegade-white-rgb-64gb-2x32gb-ddr5-6000,498d7bdd-7a0c-473f-1398-08db5065c0fc,32
